Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,height_m,bmi
280,Zeke Sinicola,178.0,74.0,Niagara University,1929.0,,,1.78,23.355636914530994
281,Whitey Skoog,180.0,81.0,University of Minnesota,1926.0,Duluth,Minnesota,1.8,25.0
282,Jim Slaughter,211.0,95.0,University of South Carolina,1928.0,,,2.11,21.338244873205905
283,Bill Tosheff,185.0,79.0,Indiana University,1926.0,,,1.85,23.08254200146092
284,Bob Wilson,193.0,83.0,West Virginia State University,1926.0,,,1.93,22.28247738194314
285,Jim Baechtold,193.0,92.0,Eastern Kentucky University,1927.0,McKeesport,Pennsylvania,1.93,24.69864962817794
286,Jim Brasco,185.0,77.0,New York University,1931.0,Brooklyn,New York,1.85,22.498173849525198
287,Dick Bunt,183.0,77.0,New York University,1930.0,Queens,New York,1.83,22.99262444384723
288,Gene Conley,203.0,102.0,Washington State University,1930.0,Muskogee,Oklahoma,2.03,24.75187459050208
289,Pete Darcey,201.0,98.0,Oklahoma State University,1930.0,,,2.01,24.256825326105798
290,Blaine Denning,188.0,79.0,Lawrence Technological University,1930.0,,,1.88,22.351742870076958
291,Danny Finn,185.0,83.0,St. John's University,1928.0,,,1.85,24.251278305332356
292,Dick Groat,180.0,81.0,Duke University,1930.0,Wilkinsburg,Pennsylvania,1.8,25.0
293,Don Hanrahan,201.0,90.0,Loyola University of Chicago,1929.0,,,2.01,22.276676319893078
294,Don Henriksen,201.0,102.0,University of California,1929.0,,,2.01,25.246899829212154
295,Jim Holstein,190.0,81.0,University of Cincinnati,1930.0,,,1.9,22.437673130193907
296,Bob Lochmueller,196.0,83.0,University of Louisville,1927.0,,,1.96,21.605581007913372
297,Mo Mahoney,188.0,92.0,Brown University,1927.0,,,1.88,26.029877772747852
298,Al Masino,178.0,78.0,Canisius College,1928.0,,,1.78,24.61810377477591
299,Jack McCloskey,188.0,86.0,University of Pennsylvania,1925.0,Mahanoy City,Pennsylvania,1.88,24.332277048438208
300,Bucky McConnell,178.0,77.0,Marshall University,1928.0,,,1.78,24.302487059714682
301,George McLeod,196.0,90.0,Texas Christian University,1931.0,,,1.96,23.427738442315704
302,Jack McMahon,185.0,83.0,St. John's University,1928.0,,,1.85,24.251278305332356
303,Monk Meineke,201.0,94.0,University of Dayton,1930.0,Dayton,Ohio,2.01,23.266750822999438
304,Eddie Miller,203.0,102.0,Syracuse University,1931.0,,,2.03,24.75187459050208
305,Bill Mlkvy,193.0,86.0,Temple University,1931.0,Palmerton,Pennsylvania,1.93,23.087868130688072
306,Jim Mooney,196.0,97.0,Villanova University,1930.0,,,1.96,25.249895876718035
307,Bob Naber,190.0,83.0,University of Louisville,1929.0,,,1.9,22.991689750692522
308,John O'Boyle,188.0,83.0,Colorado State University,1928.0,,,1.88,23.48347668628339
309,Mike O'Neill,190.0,95.0,University of California,1928.0,,,1.9,26.315789473684212
310,Claude Overton,188.0,88.0,East Central University,1927.0,,,1.88,24.898143956541425
311,Ralph Polson,201.0,90.0,Whitworth,1929.0,,,2.01,22.276676319893078
312,Bob Priddy,190.0,86.0,New Mexico State University,1930.0,,,1.9,23.822714681440445
313,Moe Radovich,183.0,72.0,University of Wyoming,1929.0,,,1.83,21.49959688255845
314,Sherwin Raiken,188.0,83.0,Villanova University,1928.0,,,1.88,23.48347668628339
315,Gene Rhodes,185.0,77.0,Western Kentucky University,1927.0,,,1.85,22.498173849525198
316,Dick Surhoff,193.0,95.0,Long Island University,1929.0,,,1.93,25.50404037692287
317,Mark Workman,206.0,97.0,West Virginia University,1930.0,Charleston,West Virginia,2.06,22.857950796493544
318,Zeke Zawoluk,201.0,97.0,St. John's University,1930.0,Brooklyn,New York,2.01,24.009306700329205
319,Don Ackerman,183.0,83.0,Long Island University,1930.0,New York,New York,1.83,24.78425751739377
320,Don Asmonga,188.0,83.0,Alliance College,1928.0,West Mifflin,Pennsylvania,1.88,23.48347668628339
321,Ernie Barrett,190.0,81.0,Kansas State University,1929.0,Pratt,Kansas,1.9,22.437673130193907
322,Ernie Beck,193.0,86.0,University of Pennsylvania,1931.0,Philadelphia,Pennsylvania,1.93,23.087868130688072
323,Irv Bemoras,190.0,83.0,University of Illinois at Urbana-Champaign,1930.0,,,1.9,22.991689750692522
324,Bill Bolger,196.0,92.0,Georgetown University,1931.0,,,1.96,23.94835485214494
325,Walt Davis,203.0,92.0,Texas A&M University,1931.0,Beaumont,Texas,2.03,22.32522021888423
326,Gene Dyker,198.0,102.0,DePaul University,1930.0,,,1.98,26.017753290480563
327,Ed Earle,190.0,86.0,Loyola University of Chicago,1927.0,,,1.9,23.822714681440445
328,Ray Felix,211.0,99.0,Long Island University,1930.0,New York,New York,2.11,22.23669728891984
329,Jim Fritsche,203.0,95.0,Hamline University,1931.0,,,2.03,23.053216530369586
330,Jack George,188.0,86.0,La Salle University,1928.0,Swissvale,Pennsylvania,1.88,24.332277048438208
331,Bato Govedarica,180.0,83.0,DePaul University,1928.0,,,1.8,25.61728395061728
332,Norm Grekin,196.0,81.0,La Salle University,1930.0,Philadelphia,Pennsylvania,1.96,21.084964598084134
333,Rollen Hans,188.0,95.0,Long Island University,1931.0,,,1.88,26.87867813490267
334,Bob Houbregs*,201.0,95.0,University of Washington,1932.0,Vancouver,Canada,2.01,23.514269448776027
335,Billy Kenville,188.0,84.0,St. Bonaventure University,1930.0,Elmhurst,New York,1.88,23.766410140334994
336,Dick Knostman,198.0,97.0,Kansas State University,1931.0,Wamego,Kansas,1.98,24.742373227221712
337,Clyde Lovellette*,206.0,106.0,University of Kansas,1929.0,Petersburg,Indiana,2.06,24.97879159204449
338,Jim Luisi,188.0,81.0,St. Francis College,1928.0,,,1.88,22.917609778180175
339,Jack Molinas,198.0,90.0,Columbia University,1931.0,New York,New York,1.98,22.95684113865932
340,Jim Neal,211.0,106.0,Wofford College,1930.0,,,2.11,23.80898901641922
341,Paul Nolen,211.0,106.0,Texas Tech University,1929.0,,,2.11,23.80898901641922
342,Bob Peterson,196.0,95.0,University of Oregon,1932.0,San Mateo,California,1.96,24.729279466888798
343,James Phelan,196.0,88.0,DePaul University,1925.0,Chicago,Illinois,1.96,22.907122032486466
344,Connie Rea,190.0,79.0,Centenary College of Louisiana,1935.0,,,1.9,21.883656509695292
345,Frank Reddout,196.0,88.0,Syracuse University,1935.0,,,1.96,22.907122032486466
346,Al Roges,193.0,88.0,Long Island University,1930.0,,,1.93,23.624795296518027
347,Ed Smith,198.0,81.0,Harvard University,1929.0,West Jefferson,Ohio,1.98,20.66115702479339
348,Joe Smyth,190.0,97.0,Niagara University,1929.0,,,1.9,26.869806094182827
349,Don Sunderlage,185.0,81.0,University of Illinois at Urbana-Champaign,1929.0,Roselle,Illinois,1.85,23.66691015339664
350,Norm Swanson,198.0,95.0,University of Detroit Mercy,1930.0,Chicago,Illinois,1.98,24.232221201918172
351,Hal Uplinger,193.0,83.0,Long Island University,1929.0,,,1.93,22.28247738194314
352,Isaac Walthour,180.0,73.0,,1930.0,New York City,New York,1.8,22.530864197530864
353,George Yardley*,196.0,86.0,Stanford University,1928.0,Hollywood,California,1.96,22.38650562265723
354,Don Anielak,201.0,86.0,Missouri State University,1930.0,,,2.01,21.286601816786717
355,Tom Brennan,190.0,88.0,Villanova University,1930.0,,,1.9,24.37673130193906
356,Bob Carney,190.0,77.0,Bradley University,1932.0,,,1.9,21.329639889196677
357,Fred Christ,193.0,95.0,Fordham University,1930.0,,,1.93,25.50404037692287
358,Bert Cook,190.0,83.0,Utah State University,1929.0,,,1.9,22.991689750692522
359,Larry Costello,185.0,84.0,Niagara University,1931.0,Minoa,New York,1.85,24.543462381300216
360,George Dempsey,188.0,86.0,King's College,1929.0,Philadelphia,Pennsylvania,1.88,24.332277048438208
361,Fred Diute,190.0,95.0,St. Bonaventure University,1929.0,,,1.9,26.315789473684212
362,Dick Farley,193.0,86.0,Indiana University,1932.0,,,1.93,23.087868130688072
363,Chuck Grigsby,196.0,86.0,University of Dayton,1928.0,Dayton,Ohio,1.96,22.38650562265723
364,Herm Hedderick,196.0,77.0,Canisius College,1930.0,Erie,Pennsylvania,1.96,20.04373177842566
365,Ed Kalafat,198.0,111.0,University of Minnesota,1932.0,,,1.98,28.313437404346494
366,Mike Kearns,188.0,80.0,Princeton University,1929.0,Trenton,New Jersey,1.88,22.634676324128566
367,Red Kerr,206.0,104.0,University of Illinois at Urbana-Champaign,1932.0,Chicago,Illinois,2.06,24.507493637477616
368,Dan King,198.0,99.0,Western Kentucky University,1931.0,,,1.98,25.252525252525253
369,Bob Knight,188.0,83.0,,1929.0,,,1.88,23.48347668628339
370,Ronnie MacGilvray,188.0,83.0,St. John's University,1930.0,,,1.88,23.48347668628339
371,Tom Marshall,193.0,97.0,Western Kentucky University,1931.0,,,1.93,26.040967542752828
372,Phil Martin,190.0,86.0,University of Toledo,1928.0,,,1.9,23.822714681440445
373,Ken McBride,190.0,86.0,University of Maryland Eastern Shore,1928.0,,,1.9,23.822714681440445
374,Carl McNulty,190.0,83.0,Purdue University,1930.0,,,1.9,22.991689750692522
375,Jackie Moore,196.0,81.0,La Salle University,1932.0,Philadelphia,Pennsylvania,1.96,21.084964598084134
376,Red Morrison,203.0,99.0,University of Idaho,1932.0,,,2.03,24.023878279016728
377,Boris Nachamkin,198.0,95.0,New York University,1933.0,,,1.98,24.232221201918172
378,Togo Palazzi,193.0,92.0,College of the Holy Cross,1932.0,Union City,New Jersey,1.93,24.69864962817794
379,Bob Pettit*,206.0,92.0,Louisiana State University,1932.0,Baton Rouge,Louisiana,2.06,21.67970591007635
380,Frank Ramsey*,190.0,86.0,University of Kentucky,1931.0,Corydon,Kentucky,1.9,23.822714681440445
381,Dick Rosenthal,196.0,92.0,University of Notre Dame,1930.0,,,1.96,23.94835485214494
382,Frank Selvy,190.0,81.0,Furman University,1932.0,Corbin,Kentucky,1.9,22.437673130193907
383,Gene Shue,188.0,77.0,University of Maryland,1931.0,Baltimore,Maryland,1.88,21.785875961973744
384,Art Spoelstra,206.0,99.0,Western Kentucky University,1932.0,,,2.06,23.329248751060423
385,Jim Tucker,201.0,83.0,Duquesne University,1932.0,Paris,Kentucky,2.01,20.54404593945695
386,Jack Turner,193.0,77.0,Western Kentucky University,1930.0,Bedford,Indiana,1.93,20.671695884453275
387,Bobby Watson,183.0,72.0,University of Kentucky,1930.0,Central City,Kentucky,1.83,21.49959688255845
388,Skippy Whitaker,185.0,81.0,University of Kentucky,1930.0,,,1.85,23.66691015339664
389,Jesse Arnelle,196.0,99.0,Pennsylvania State University,1933.0,New Rochelle,New York,1.96,25.770512286547273
390,Dick Atha,188.0,86.0,Indiana State University,1931.0,Otterbein,Indiana,1.88,24.332277048438208
391,Don Bielke,201.0,108.0,Valparaiso University,1931.0,,,2.01,26.732011583871692
392,Ed Conlin,196.0,90.0,Fordham University,1933.0,,,1.96,23.427738442315704
393,Red Davis,201.0,99.0,St. John's University,1932.0,,,2.01,24.504343951882387
394,Corky Devlin,196.0,88.0,George Washington University,1931.0,,,1.96,22.907122032486466
395,Walter Dukes,213.0,99.0,Seton Hall University,1930.0,Rochester,New York,2.13,21.821067248561796
396,Ron Feiereisel,190.0,83.0,DePaul University,1931.0,,,1.9,22.991689750692522
397,Al Ferrari,193.0,86.0,Michigan State University,1933.0,New York,New York,1.93,23.087868130688072
398,Ed Fleming,190.0,85.0,Niagara University,1933.0,,,1.9,23.545706371191137
399,Dick Garmaker,190.0,90.0,University of Minnesota,1932.0,Hibbing,Minnesota,1.9,24.930747922437675
400,Tom Gola*,198.0,92.0,La Salle University,1933.0,Philadelphia,Pennsylvania,1.98,23.46699316396286
401,Chris Harris,190.0,86.0,University of Dayton,1933.0,Southampton,United Kingdom,1.9,23.822714681440445
402,Dick Hemric,198.0,99.0,Wake Forest University,1933.0,Jonesville,North Carolina,1.98,25.252525252525253
403,Larry Hennessy,190.0,83.0,Villanova University,1929.0,,,1.9,22.991689750692522
404,Johnny Horan,203.0,86.0,University of Dayton,1932.0,,,2.03,20.869227595913518
405,Jim Loscutoff,196.0,99.0,University of Oregon,1930.0,San Francisco,California,1.96,25.770512286547273
406,Chuck Mencel,183.0,76.0,University of Minnesota,1933.0,Phillips,Wisconsin,1.83,22.694018931589476
407,Chuck Noble,193.0,86.0,University of Louisville,1931.0,,,1.93,23.087868130688072
408,Med Park,188.0,92.0,University of Missouri,1933.0,Britton,South Dakota,1.88,26.029877772747852
409,Richie Regan,188.0,81.0,Seton Hall University,1930.0,Newark,New Jersey,1.88,22.917609778180175
410,Dick Ricketts,201.0,97.0,Duquesne University,1933.0,Pottstown,Pennsylvania,2.01,24.009306700329205
411,Bob Santini,196.0,86.0,Iona College,1935.0,Bronx,New York,1.96,22.38650562265723
412,Bob Schafer,190.0,88.0,Villanova University,1935.0,,,1.9,24.37673130193906
413,Kenny Sears,206.0,89.0,Santa Clara University,1933.0,Watsonville,California,2.06,20.972758978226036
414,Jack Stephens,190.0,83.0,University of Notre Dame,1933.0,,,1.9,22.991689750692522
415,Maurice Stokes*,201.0,105.0,Saint Francis University,1933.0,Pittsburgh,Pennsylvania,2.01,25.989455706541925
416,Jack Twyman*,198.0,95.0,University of Cincinnati,1934.0,Pittsburgh,Pennsylvania,1.98,24.232221201918172
417,Bob Williams,198.0,104.0,Florida Agricultural and Mechanical University,1931.0,,,1.98,26.527905315784103
418,Forest Able,190.0,81.0,Western Kentucky University,1932.0,,,1.9,22.437673130193907
419,Bob Armstrong,203.0,99.0,Michigan State University,1933.0,Detroit,Michigan,2.03,24.023878279016728
420,John Barber,198.0,95.0,"California State University, Los Angeles",1927.0,,,1.98,24.232221201918172
421,Gary Bergen,203.0,95.0,University of Utah,1932.0,Independence,Missouri,2.03,23.053216530369586
422,Al Bianchi,190.0,83.0,Bowling Green State University,1932.0,Long Island City,New York,1.9,22.991689750692522
423,Bob Burrow,201.0,103.0,University of Kentucky,1934.0,Malvern,Arkansas,2.01,25.494418454988743
424,Si Green,188.0,83.0,Duquesne University,1933.0,New York,New York,1.88,23.48347668628339
425,Richie Guerin*,193.0,88.0,Iona College,1932.0,New York,New York,1.93,23.624795296518027
426,Cliff Hagan*,193.0,95.0,University of Kentucky,1931.0,Owensboro,Kentucky,1.93,25.50404037692287
427,Tom Heinsohn*,201.0,98.0,College of the Holy Cross,1934.0,Union City,New Jersey,2.01,24.256825326105798
428,Joe Holup,198.0,97.0,George Washington University,1934.0,,,1.98,24.742373227221712
429,Bob Hopkins,203.0,92.0,Grambling State University,1934.0,Jonesboro,Louisiana,2.03,22.32522021888423
430,Phil Jordon,208.0,92.0,Whitworth,1933.0,Lakeport,California,2.08,21.26479289940828
431,Hal Lear,183.0,73.0,Temple University,1935.0,Philadelphia,Pennsylvania,1.83,21.798202394816204
432,Slick Leonard*,190.0,83.0,Indiana University,1932.0,Terre Haute,Indiana,1.9,22.991689750692522
433,Johnny McCarthy,185.0,83.0,Canisius College,1934.0,,,1.85,24.251278305332356
434,Willie Naulls,198.0,102.0,"University of California, Los Angeles",1934.0,Dallas,Texas,1.98,26.017753290480563
435,Jim Paxson,198.0,90.0,University of Dayton,1932.0,Pennville,Indiana,1.98,22.95684113865932
436,Dave Piontek,198.0,104.0,Xavier University,1934.0,,,1.98,26.527905315784103
437,Jim Ray,185.0,81.0,University of Toledo,1934.0,,,1.85,23.66691015339664
438,Bill Russell*,208.0,97.0,University of San Francisco,1934.0,Monroe,Louisiana,2.08,22.42048816568047
439,Ron Shavlik,203.0,90.0,North Carolina State University,1933.0,Denver,Colorado,2.03,21.83988934456066
440,Ron Sobie,190.0,83.0,DePaul University,1934.0,Chicago,Illinois,1.9,22.991689750692522
441,Norm Stewart,196.0,92.0,University of Missouri,1935.0,Leonard,Missouri,1.96,23.94835485214494
442,Bill Thieben,201.0,97.0,Hofstra University,1935.0,,,2.01,24.009306700329205
443,Lou Tsioropoulos,196.0,86.0,University of Kentucky,1930.0,Lynn,Massachusetts,1.96,22.38650562265723
444,Doug Bolstorff,193.0,88.0,University of Minnesota,1931.0,,,1.93,23.624795296518027
445,George Brown,198.0,86.0,Wayne State University,1935.0,,,1.98,21.93653708805224
446,Dick Duckett,185.0,83.0,St. John's University,1933.0,,,1.85,24.251278305332356
447,Pat Dunn,188.0,77.0,Utah State University,1931.0,,,1.88,21.785875961973744
448,Bill Ebben,193.0,86.0,University of Detroit Mercy,1935.0,,,1.93,23.087868130688072
449,Bo Erias,190.0,99.0,Niagara University,1932.0,Astoria,New York,1.9,27.423822714681442
450,Larry Friend,193.0,83.0,University of California,1935.0,Chicago,Illinois,1.93,22.28247738194314
451,Hot Rod,193.0,83.0,,1935.0,,,1.93,22.28247738194314
452,McCoy Ingram,203.0,95.0,Jackson State University,1931.0,,,2.03,23.053216530369586
453,Sam Jones*,193.0,89.0,North Carolina Central University,1933.0,Wilmington,North Carolina,1.93,23.893258879433006
454,Jim Krebs,203.0,104.0,Southern Methodist University,1935.0,Webster Groves,Missouri,2.03,25.237205464825653
455,Brendan McCann,188.0,80.0,St. Bonaventure University,1935.0,Brooklyn,New York,1.88,22.634676324128566
456,Worthy Patterson,188.0,79.0,University of Connecticut,1931.0,New Haven,Connecticut,1.88,22.351742870076958
457,Jerry Paulson,188.0,83.0,Manhattan College,1935.0,,,1.88,23.48347668628339
458,Ray Radziszewski,196.0,95.0,Saint Joseph's University,1935.0,,,1.96,24.729279466888798
459,Lennie Rosenbluth,193.0,86.0,University of North Carolina,1933.0,New York,New York,1.93,23.087868130688072
460,Woody Sauldsberry,201.0,99.0,Texas Southern University,1934.0,Winnsboro,Louisiana,2.01,24.504343951882387
461,Guy Sparrow,198.0,98.0,University of Detroit Mercy,1932.0,Pontiac,Michigan,1.98,24.997449239873482
462,Charlie Tyra,203.0,104.0,University of Louisville,1935.0,Louisville,Kentucky,2.03,25.237205464825653
463,Jim Walsh,193.0,88.0,Stanford University,1930.0,San Francisco,California,1.93,23.624795296518027
464,Win Wilfong,188.0,83.0,University of Memphis,1933.0,,,1.88,23.48347668628339
465,Elgin Baylor*,196.0,102.0,Seattle University,1934.0,Washington,District of Columbia,1.96,26.55143690129113
466,Jerry Bird,198.0,95.0,University of Kentucky,1935.0,Corbin,Kentucky,1.98,24.232221201918172
467,Bucky Bockhorn,193.0,90.0,University of Dayton,1933.0,Campbell Hill,Illinois,1.93,24.161722462347985
468,Pete Brennan,198.0,92.0,University of North Carolina,1936.0,Brooklyn,New York,1.98,23.46699316396286
469,Barney Cable,201.0,79.0,Bradley University,1935.0,,,2.01,19.55397143635059
470,Archie Dees,203.0,92.0,Indiana University,1936.0,Ethel,Mississippi,2.03,22.32522021888423
471,Connie Dierking,206.0,100.0,University of Cincinnati,1936.0,Brooklyn,New York,2.06,23.56489772834386
472,Boo Ellis,196.0,83.0,Niagara University,1936.0,,,1.96,21.605581007913372
473,Wayne Embry*,203.0,108.0,Miami University,1937.0,Springfield,Ohio,2.03,26.20786721347279
474,Mike Farmer,201.0,95.0,University of San Francisco,1936.0,Oklahoma City,Oklahoma,2.01,23.514269448776027
475,Dave Gambee,198.0,97.0,Oregon State University,1937.0,Portland,Oregon,1.98,24.742373227221712
476,Hal Greer*,188.0,79.0,Marshall University,1936.0,Huntington,West Virginia,1.88,22.351742870076958
477,Steve Hamilton,198.0,86.0,Morehead State University,1935.0,Columbia,Kentucky,1.98,21.93653708805224
478,Vern Hatton,190.0,88.0,University of Kentucky,1936.0,Owingsville,Kentucky,1.9,24.37673130193906
